YEAR,ECONOMIC_SECTOR,RISK_COUNTRY,MEAN_WACI,MEDIAN_WACI
2017,Automotive and parts,Germany,402.3747533019585,402.3747533019585
2017,Beverages,Belgium,0.23287919071738475,0.23287919071738475
2017,Beverages,Germany,17.347870890049602,0.14807914905447087
2017,Beverages,Italy,1.1955605249887655,1.1955605249887655
2017,Beverages,Netherlands,0.27945502886086154,0.27945502886086154
2017,Beverages,Spain,0.35653560042507976,0.35653560042507976
2017,Chemicals,Belgium,4.038154368938743,4.038154368938743
2017,Chemicals,France,0.49888960786865055,0.49888960786865055
2017,Chemicals,Germany,151.62234957463093,201.18737665097925
2017,Construction & Materials,France,6.784241524657516,3.5089918523462256
2017,Construction & Materials,Italy,0.1788807708361846,0.1788807708361846
2017,Construction & Materials,Other (euro area),0.2911370882040383,0.2911370882040383
2017,Energy and basic resources,Belgium,0.44069861763243323,0.44069861763243323
2017,Energy and basic resources,France,13.726488380764419,13.726488380764419
2017,Energy and basic resources,Germany,10.43100191684249,8.418792459745774
2017,Energy and basic resources,Italy,6.23645716376578,6.23645716376578
2017,Energy and basic resources,Netherlands,1.0150119494354708,0.459025229229641
2017,Energy and basic resources,Other (euro area),2.9525869114901977,3.1547381875581175
2017,Energy and basic resources,Spain,8.062146652497347,8.062146652497347
2017,Food,France,0.8459737677508204,0.9219150192951481
2017,Food,Germany,0.28037169628715347,0.2616838734375401
2017,Food,Netherlands,0.33300414628720976,0.11222007261734421
2017,Infrastructure and transportation,France,153.94753218544398,18.82855928343707
2017,Infrastructure and transportation,Germany,8.403637454137625,4.3132697410462395
2017,Infrastructure and transportation,Italy,3.1051795987778084,0.6395987158280023
2017,Infrastructure and transportation,Netherlands,2.1355711795608303,3.8955639896766354
2017,Infrastructure and transportation,Other (euro area),3.8955639896766354,3.8955639896766354
2017,Infrastructure and transportation,Spain,1.685820116686061,1.685820116686061
2017,Insurance,France,0.012830895057901649,0.012830895057901649
2017,Insurance,Germany,1.717473812054046,1.717473812054046
2017,Insurance,Italy,0.25476472819082213,0.004302853634343135
2017,Insurance,Netherlands,15.343904701388087,29.22966099080185
2017,Insurance,Other (euro area),0.4121937148929709,0.4121937148929709
2017,Insurance,Spain,0.01056541754290319,0.01056541754290319
2017,Other sectors,Belgium,0.2592986184909671,0.2592986184909671
2017,Other sectors,France,205.69358437620832,5.312718991953848
2017,Other sectors,Germany,61.45982602338767,4.579930165477456
2017,Other sectors,Italy,18.895268165705044,2.015169272810081
2017,Other sectors,Netherlands,193.09476441697666,20.21625585117527
2017,Other sectors,Other (euro area),849.2829764451058,1.0991832397145895
2017,Other sectors,Other (non-euro area),0.14174805598997064,0.14174805598997064
2017,Other sectors,Spain,67.43786356382319,41.65678333239574
2017,Real estate,Belgium,0.0047936483454924395,0.0047936483454924395
2017,Real estate,France,78.12582197155872,2.2875967815393956
2017,Real estate,Germany,0.27401774005559154,0.006482594498895687
2017,Real estate,Italy,0.8677091240321846,0.8677091240321846
2017,Real estate,Netherlands,0.4732958858357372,0.4732958858357372
2017,Real estate,Other (euro area),0.6040164970119374,0.47329588583573706
2017,Telecommunication,France,1.1426643736640119,1.184506655622742
2017,Telecommunication,Germany,0.9878548656444514,0.9878548656444514
2017,Telecommunication,Italy,0.4346561408835585,0.4346561408835585
2017,Telecommunication,Netherlands,0.034536671269101385,0.034536671269101385
2017,Telecommunication,Other (euro area),0.23807023458966595,0.33260394490263867
2017,Utilities,Belgium,35.332260513131935,35.33226051313193
2017,Utilities,France,233.51311855691546,129.7694485784311
2017,Utilities,Germany,82.5728839997601,14.010197536984885
2017,Utilities,Italy,14.37251362579577,13.695997504390153
2017,Utilities,Netherlands,167.53250798407026,42.39871261575831
2017,Utilities,Other (euro area),35.860206297001284,42.39871261575831
2018,Automotive and parts,Germany,345.2595527572731,345.2595527572731
2018,Beverages,Belgium,0.2442282171343109,0.2442282171343109
2018,Beverages,France,0.7341461707215626,0.7341461707215626
2018,Beverages,Germany,6.1402535675249,0.15529556959096533
2018,Beverages,Italy,1.367808454728788,1.367808454728788
2018,Beverages,Netherlands,0.293073860561173,0.29307386056117307
2018,Beverages,Spain,0.3399189463019251,0.3399189463019251
2018,Chemicals,Belgium,3.464957381007314,3.464957381007314
2018,Chemicals,France,0.442835770782895,0.442835770782895
2018,Chemicals,Germany,142.0054931504945,172.62977637863656
2018,Construction & Materials,France,6.900593287261786,3.460812632908289
2018,Construction & Materials,Germany,1.8807463647119278,1.8807463647119278
2018,Construction & Materials,Italy,0.1860478644452608,0.1860478644452608
2018,Construction & Materials,Other (euro area),0.2775683890577508,0.2775683890577508
2018,Energy and basic resources,Belgium,0.36013669057066405,0.36013669057066405
2018,Energy and basic resources,France,11.604017757616887,11.604017757616887
2018,Energy and basic resources,Germany,8.14417085264882,6.879794793417952
2018,Energy and basic resources,Italy,5.559710598290229,5.559710598290229
2018,Energy and basic resources,Netherlands,0.7787876911824627,0.3751131052584386
2018,Energy and basic resources,Other (euro area),2.429860971173526,2.5780361567452785
2018,Energy and basic resources,Spain,5.989405123751629,5.989405123751629
2018,Food,France,0.831073551611937,0.9092569260630277
2018,Food,Germany,0.264548650853577,0.2494878671780398
2018,Food,Netherlands,0.34500451339601007,0.10698995778411438
2018,Infrastructure and transportation,France,126.19296896856382,17.022535822839775
2018,Infrastructure and transportation,Germany,7.007615838905816,3.7695588559244873
2018,Infrastructure and transportation,Italy,2.9516145257266553,0.6097896571369302
2018,Infrastructure and transportation,Netherlands,1.9366827953469132,3.4045071645679545
2018,Infrastructure and transportation,Other (euro area),3.4045071645679554,3.4045071645679554
2018,Infrastructure and transportation,Spain,1.339375827255643,1.3393758272556429
2018,Insurance,France,0.012654724084986323,0.012654724084986323
2018,Insurance,Germany,1.207786449702391,1.637429439861051
2018,Insurance,Italy,0.15100479275611295,0.004475253130607228
2018,Insurance,Netherlands,16.870419228266325,27.867387023652014
2018,Insurance,Other (euro area),0.3929830655666521,0.3929830655666521
2018,Insurance,Spain,0.00915727908987004,0.00915727908987004
2018,Other sectors,Belgium,0.20147243058953607,0.27811550151975684
2018,Other sectors,France,236.57621058129706,5.894745983499783
2018,Other sectors,Germany,56.72043726034548,4.912288319583152
2018,Other sectors,Italy,14.870807412188197,2.357898393399913
2018,Other sectors,Netherlands,170.46416163766438,21.683316971074383
2018,Other sectors,Other (euro area),1081.2889011865311,1.1789491966999568
2018,Other sectors,Other (non-euro area),0.15203448406523065,0.15203448406523065
2018,Other sectors,Spain,58.20448815203862,40.61795362923223
2018,Real estate,Belgium,0.004570236163230381,0.004570236163230381
2018,Real estate,France,62.45899092368806,2.2561875814155448
2018,Real estate,Germany,0.1914072838528322,0.006180467500973497
2018,Real estate,Italy,0.902475032566218,0.902475032566218
2018,Real estate,Netherlands,0.45123751628310904,0.45123751628310904
2018,Real estate,Other (euro area),0.5247491554122571,0.451237516283109
2018,Telecommunication,France,1.0800549254403085,1.1682431222523846
2018,Telecommunication,Germany,0.9418150238818933,0.9418150238818933
2018,Telecommunication,Italy,0.4520712114633087,0.4520712114633087
2018,Telecommunication,Netherlands,0.03292705943690416,0.03292705943690416
2018,Telecommunication,Other (euro area),1.1463524366410645,0.22603560573165438
2018,Telecommunication,Spain,0.09163325868705159,0.09163325868705159
2018,Utilities,Belgium,31.58022145028224,31.58022145028224
2018,Utilities,France,225.01003381393673,119.98845552644872
2018,Utilities,Germany,74.31348808266182,12.522412502187288
2018,Utilities,Italy,13.919245794632538,13.354449072566108
2018,Utilities,Netherlands,155.35617616896465,37.89626574033869
2018,Utilities,Other (euro area),32.36201244424973,37.89626574033869
2019,Automotive and parts,Germany,350.53611315209406,350.53611315209406
2019,Beverages,Belgium,0.2028769590492096,0.2028769590492096
2019,Beverages,France,0.6776054897488846,0.6776054897488846
2019,Beverages,Germany,0.1433353938018809,0.1433353938018809
2019,Beverages,Italy,1.157260422939162,1.157260422939162
2019,Beverages,Netherlands,0.27050261206561277,0.27050261206561277
2019,Beverages,Spain,0.31373989713446004,0.31373989713446004
2019,Chemicals,Belgium,2.814329527744839,2.814329527744839
2019,Chemicals,France,0.3996476238503089,0.3996476238503089
2019,Chemicals,Germany,116.99487652719898,155.79382806759736
2019,Construction & Materials,France,6.196992383255192,3.5137038178932207
2019,Construction & Materials,Germany,1.9094895861564598,1.9094895861564598
2019,Construction & Materials,Italy,0.17315027736927963,0.17315027736927963
2019,Construction & Materials,Other (euro area),0.2818104335047759,0.2818104335047759
2019,Energy and basic resources,Belgium,0.32907655483283554,0.32907655483283554
2019,Energy and basic resources,France,11.781360571252765,11.781360571252765
2019,Energy and basic resources,Germany,8.373701920748552,6.9849378732879694
2019,Energy and basic resources,Italy,5.17428907371368,5.17428907371368
2019,Energy and basic resources,Netherlands,0.7458252416682828,0.38084591392072775
2019,Energy and basic resources,Other (euro area),2.7035502533702713,2.6174359745706286
2019,Energy and basic resources,Spain,6.080940484937545,6.080940484937545
2019,Food,France,0.8355700243200604,0.9231529907670032
2019,Food,Germany,0.26350134387088237,0.2533007603722376
2019,Food,Netherlands,0.27456925279885847,0.10862507249528967
2019,Food,Other (non-euro area),0.861928014058865,0.861928014058865
2019,Infrastructure and transportation,France,129.9964584812048,18.0682659808964
2019,Infrastructure and transportation,Germany,7.142923625092331,4.001130780297859
2019,Infrastructure and transportation,Italy,3.017511198207503,0.5933127911257543
2019,Infrastructure and transportation,Netherlands,2.3345293387028185,3.6136531961792797
2019,Infrastructure and transportation,Other (euro area),3.6136531961792797,3.6136531961792806
2019,Infrastructure and transportation,Spain,1.4216564997776535,1.421656499777653
2019,Insurance,France,0.012848124717585672,0.012848124717585672
2019,Insurance,Germany,1.1083505344111422,1.6624540778839088
2019,Insurance,Italy,0.004165010564205471,0.004165010564205471
2019,Insurance,Netherlands,17.47554474331759,28.29328096200026
2019,Insurance,Other (euro area),0.398988978692138,0.398988978692138
2019,Insurance,Spain,0.009297228689480101,0.009297228689480101
2019,Other sectors,Belgium,0.17298001611178046,0.2541293166789126
2019,Other sectors,France,266.5756802754366,5.984834680382072
2019,Other sectors,Germany,49.91551709996421,4.987362233651726
2019,Other sectors,Italy,10.931267245779377,2.1944393828067597
2019,Other sectors,Netherlands,154.64327213150358,22.014700507443486
2019,Other sectors,Other (euro area),1068.1343493076406,1.1969669360764146
2019,Other sectors,Other (non-euro area),0.18008434368960938,0.18008434368960938
2019,Other sectors,Spain,59.83041729990057,32.00944893460691
2019,Real estate,Belgium,0.004176074281643324,0.004176074281643324
2019,Real estate,France,57.081526645656105,2.290668626010286
2019,Real estate,Germany,0.18295210571257386,0.0062749228455879335
2019,Real estate,Italy,0.839911829537105,0.839911829537105
2019,Real estate,Netherlands,0.45813372520205736,0.45813372520205736
2019,Real estate,Other (euro area),0.5167801782612065,0.4581337252020573
2019,Telecommunication,France,1.0165231917615398,1.1860972419752718
2019,Telecommunication,Germany,0.9733124050315431,0.9562086700955181
2019,Telecommunication,Italy,0.4207318148420279,0.4207318148420279
2019,Telecommunication,Netherlands,0.033430279742773086,0.033430279742773086
2019,Telecommunication,Other (euro area),1.1848837770581075,0.22949008082292432
2019,Telecommunication,Spain,0.09303367880511967,0.09303367880511967
2019,Utilities,Belgium,28.85657237325496,28.85657237325496
2019,Utilities,France,234.18136780714337,121.8222247218566
2019,Utilities,Germany,80.0125546218833,10.289490134497555
2019,Utilities,Italy,12.58553316387342,12.428664891819148
2019,Utilities,Netherlands,151.19135489738846,38.475429831006615
2019,Utilities,Other (euro area),33.700419669582864,38.475429831006615
2020,Automotive and parts,Germany,326.05414497600697,326.05414497600697
2020,Beverages,Belgium,0.16060232151576226,0.16060232151576226
2020,Beverages,France,0.6336330613734762,0.6336330613734762
2020,Beverages,Germany,0.11999217132168713,0.11999217132168712
2020,Beverages,Italy,0.9837830361158328,0.9837830361158328
2020,Beverages,Netherlands,0.24090348227364333,0.24090348227364333
2020,Beverages,Spain,0.265439144976007,0.265439144976007
2020,Chemicals,Belgium,2.47543501672934,2.47543501672934
2020,Chemicals,France,0.4152366125223819,0.4152366125223819
2020,Chemicals,Germany,92.38712503032124,144.91295332266978
2020,Construction & Materials,France,5.343363022447587,3.0423019006351533
2020,Construction & Materials,Germany,1.4801066399795246,1.4801066399795246
2020,Construction & Materials,Italy,0.13629115269749026,0.13629115269749026
2020,Construction & Materials,Other (euro area),0.232383306674422,0.232383306674422
2020,Construction & Materials,Spain,0.36794023556783484,0.36794023556783484
2020,Energy and basic resources,Belgium,0.33769164395461254,0.3376916439546125
2020,Energy and basic resources,France,14.281066510401988,14.281066510401988
2020,Energy and basic resources,Germany,8.864498967113644,7.579949218613448
2020,Energy and basic resources,Italy,5.701947268842315,5.701947268842315
2020,Energy and basic resources,Netherlands,0.7807371257871305,0.43966834156400253
2020,Energy and basic resources,Other (euro area),6.177748032592039,3.0217042956878464
2020,Energy and basic resources,Spain,6.669146430129416,6.669146430129417
2020,Food,France,0.8397333508079671,0.9591622665810572
2020,Food,Germany,0.24423630218772296,0.23560985515095137
2020,Food,Netherlands,0.2036233369605141,0.060155707698115235
2020,Food,Other (non-euro area),1.3402775606551096,1.3402775606551096
2020,Infrastructure and transportation,France,116.0997795223991,17.95683219427076
2020,Infrastructure and transportation,Germany,6.199560090517842,3.559873376101111
2020,Infrastructure and transportation,Italy,2.750067325409511,0.5360487346974219
2020,Infrastructure and transportation,Netherlands,2.231172526293441,3.420348989384906
2020,Infrastructure and transportation,Other (euro area),3.420348989384906,3.420348989384906
2020,Infrastructure and transportation,Spain,5.676870190433922,1.2783277898769483
2020,Insurance,France,0.011124407825399769,0.011124407825399769
2020,Insurance,Germany,0.8591180581973431,1.2886214919296206
2020,Insurance,Italy,0.0032783897283753423,0.0032783897283753423
2020,Insurance,Netherlands,14.348546307820413,23.330882767002542
2020,Insurance,Other (euro area),0.32900974262032856,0.32900974262032856
2020,Insurance,Spain,0.007283245985448657,0.007283245985448657
2020,Other sectors,Belgium,61.87161158509838,0.22352770103242692
2020,Other sectors,France,276.2568080654899,6.218284135524212
2020,Other sectors,Germany,44.27578261451542,4.639037370946633
2020,Other sectors,Italy,11.530836712809215,2.07276137850807
2020,Other sectors,Netherlands,154.26947788323858,8.192550891102051
2020,Other sectors,Other (euro area),2035.6793963383152,1.184435073433183
2020,Other sectors,Other (non-euro area),0.2800268710792852,0.2800268710792852
2020,Other sectors,Spain,58.560955430371735,30.090604187872625
2020,Real estate,Belgium,0.003673201878930777,0.003673201878930777
2020,Real estate,France,55.376363687509006,2.3800203577141192
2020,Real estate,Germany,0.17480024958500123,0.0050389988331282914
2020,Real estate,Italy,0.7933401192380396,0.7933401192380396
2020,Real estate,Netherlands,0.4533372109931657,0.4533372109931657
2020,Real estate,Other (euro area),0.3378987887428449,0.4533372109931656
2020,Real estate,Spain,0.005410069862226647,0.005410069862226647
2020,Telecommunication,France,0.9580627559840625,1.1638985217213964
2020,Telecommunication,Germany,0.9217367627188432,0.840013087101934
2020,Telecommunication,Italy,0.9252805877303686,0.3753249963646939
2020,Telecommunication,Netherlands,0.031242482284286627,0.031242482284286627
2020,Telecommunication,Other (euro area),1.0332773949694467,0.21447142649411083
2020,Telecommunication,Spain,0.08259795999500553,0.08259795999500553
2020,Utilities,Belgium,26.227794096262905,26.227794096262905
2020,Utilities,France,253.82839113799142,130.79326153365918
2020,Utilities,Germany,27.488196212603846,9.889885259287265
2020,Utilities,Italy,12.12124715447144,12.130833354776762
2020,Utilities,Netherlands,141.59092513717096,39.34169114439435
2020,Utilities,Other (euro area),36.78686438535893,39.34169114439435
2020,Utilities,Spain,0.29729909723832393,0.29729909723832393
2021,Automotive and parts,Germany,329.81160054102793,329.81160054102793
2021,Beverages,France,0.5728655088266744,0.5728655088266744
2021,Beverages,Germany,0.10788885680024711,0.10788885680024712
2021,Beverages,Italy,0.8177062949636252,0.8177062949636252
2021,Beverages,Netherlands,0.2213129275751722,0.2213129275751722
2021,Beverages,Spain,0.24385332131048995,0.24385332131048995
2021,Chemicals,Belgium,1.6789473381189939,1.6789473381189939
2021,Chemicals,France,0.3695481736708456,0.3695481736708456
2021,Chemicals,Germany,57.50977030098329,0.4923322740661531
2021,Construction & Materials,France,5.345173554705631,3.403786894240853
2021,Construction & Materials,Germany,1.646879765729918,1.646879765729918
2021,Construction & Materials,Italy,0.140188014179823,0.140188014179823
2021,Construction & Materials,Other (euro area),0.26418845807033364,0.26418845807033364
2021,Construction & Materials,Spain,0.418298391944695,0.4182983919446949
2021,Energy and basic resources,Belgium,0.28045360630666344,0.28045360630666344
2021,Energy and basic resources,France,15.56292530375606,15.562925303756058
2021,Energy and basic resources,Germany,9.525619857523008,8.214965067911534
2021,Energy and basic resources,Italy,5.712641283658926,5.712641283658926
2021,Energy and basic resources,Netherlands,0.6933631252282284,0.48686061846831846
2021,Energy and basic resources,Other (euro area),6.624873884035993,3.3460421939722593
2021,Energy and basic resources,Spain,7.384986474301174,7.384986474301174
2021,Food,France,0.8314329267675644,0.975572283174297
2021,Food,Germany,0.24530098711261564,0.23832502861232807
2021,Food,Netherlands,0.19841268115415878,0.062171746594520357
2021,Food,Other (non-euro area),2.0148293651665847,2.014829365166585
2021,Infrastructure and transportation,France,206.6569484782652,18.264050195371205
2021,Infrastructure and transportation,Germany,7.022836305209245,3.6008974398460625
2021,Infrastructure and transportation,Italy,2.64010133716139,0.5012504889416264
2021,Infrastructure and transportation,Netherlands,2.757838962563906,3.53497745716862
2021,Infrastructure and transportation,Other (euro area),3.53497745716862,3.53497745716862
2021,Infrastructure and transportation,Spain,5.29887876292986,1.3211692532287005
2021,Insurance,France,0.5152578893080066,0.009051785558555542
2021,Insurance,Germany,0.6952148437766154,1.0427772768259693
2021,Insurance,Italy,0.32040298576215487,0.4307123534715961
2021,Insurance,Netherlands,11.906457685104186,19.290229129988152
2021,Insurance,Other (euro area),0.27202885482416583,0.27202885482416583
2021,Insurance,Spain,0.006021867465215559,0.006021867465215559
2021,Other sectors,Belgium,62.0205985616574,43.018904418394946
2021,Other sectors,France,267.77989851210384,5.850909990906572
2021,Other sectors,Germany,41.99734809663841,2.4234655660018034
2021,Other sectors,Italy,10.508780800489395,1.9382055906221822
2021,Other sectors,Netherlands,147.69939537929255,8.467113387151912
2021,Other sectors,Other (euro area),2750.362434620687,1.2241298467087467
2021,Other sectors,Other (non-euro area),0.4209623285869868,0.4209623285869868
2021,Other sectors,Spain,65.22665765777904,31.099050946798926
2021,Real estate,Belgium,0.25378719567177643,0.25378719567177643
2021,Real estate,France,69.23395844683752,2.622467688608356
2021,Real estate,Germany,0.2509690108742962,0.24325519525930256
2021,Real estate,Italy,0.8036594529606251,0.8036594529606251
2021,Real estate,Netherlands,0.48682128319778706,0.5075743913435529
2021,Real estate,Other (euro area),0.346845750462248,0.5075743913435528
2021,Real estate,Spain,0.22106311939241574,0.006057329623195627
2021,Telecommunication,Belgium,0.06980817486098896,0.06980817486098896
2021,Telecommunication,France,0.8878404139219862,1.1141753495236215
2021,Telecommunication,Germany,0.8907269594992728,0.7997114517583409
2021,Telecommunication,Italy,1.2405882309466267,1.5769933338210682
2021,Telecommunication,Netherlands,0.030390148435303188,0.030390148435303188
2021,Telecommunication,Other (euro area),1.0227756517597744,0.2086203787195672
2021,Telecommunication,Spain,0.0803445847183512,0.0803445847183512
2021,Utilities,Belgium,19.674278629395854,19.674278629395854
2021,Utilities,France,263.363398557166,128.73964240155928
2021,Utilities,Germany,29.27057356477765,9.681151478213915
2021,Utilities,Italy,10.642803240162062,6.261668436067548
2021,Utilities,Netherlands,124.3681683374434,39.34855725879171
2021,Utilities,Other (euro area),35.25543741677247,39.34855725879171
2021,Utilities,Spain,30.679571341483324,0.29735098340672406
2022,Automotive and parts,Germany,331.85640254045063,331.85640254045063
2022,Beverages,France,0.5578231190371885,0.5578231190371885
2022,Beverages,Germany,0.10855775792361173,0.10855775792361173
2022,Beverages,Italy,0.7794719998120393,0.7794719998120393
2022,Beverages,Netherlands,0.2597992222540545,0.2597992222540545
2022,Beverages,Spain,0.23245123242098895,0.23245123242098895
2022,Chemicals,Belgium,1.4480199936718303,1.4480199936718303
2022,Chemicals,France,0.3084381612318183,0.3084381612318183
2022,Chemicals,Germany,42.806994447630686,0.4246154481393163
2022,Construction & Materials,France,5.49251267120308,3.615719715826912
2022,Construction & Materials,Germany,1.807734840933182,1.807734840933182
2022,Construction & Materials,Italy,0.14578156987588536,0.14578156987588536
2022,Construction & Materials,Other (euro area),0.28999243913503703,0.28999243913503703
2022,Construction & Materials,Spain,0.43498865870255554,0.43498865870255554
2022,Energy and basic resources,Belgium,0.2633795670054291,0.2633795670054291
2022,Energy and basic resources,France,14.143986864550268,14.143986864550268
2022,Energy and basic resources,Germany,8.95374416372289,7.714837298919973
2022,Energy and basic resources,Italy,5.082494398629788,5.082494398629788
2022,Energy and basic resources,Netherlands,0.7707671092644754,0.5334239199190866
2022,Energy and basic resources,Other (euro area),6.363614029303283,3.1423348618547284
2022,Energy and basic resources,Spain,6.570367458037199,6.570367458037199
2022,Food,France,0.8146464583705826,0.9499555575638073
2022,Food,Germany,0.24862989785179046,0.2398026221664042
2022,Food,Netherlands,0.23261513502456851,0.07298340674629694
2022,Food,Other (non-euro area),2.534151405530481,2.534151405530481
2022,Infrastructure and transportation,France,246.3556139820232,17.784469983366098
2022,Infrastructure and transportation,Germany,7.066377253116937,3.6232226772623157
2022,Infrastructure and transportation,Italy,2.9085500670572135,5.335340995009829
2022,Infrastructure and transportation,Netherlands,3.3010282812410487,4.149709662785423
2022,Infrastructure and transportation,Other (euro area),3.556893996673219,3.556893996673219
2022,Infrastructure and transportation,Spain,5.051113892043862,1.2593940467954499
2022,Insurance,France,0.6886955738042831,0.6886955738042831
2022,Insurance,Germany,0.6995251127309237,1.0492424013307122
2022,Insurance,Italy,0.34253389187811084,0.4105731135641917
2022,Insurance,Netherlands,12.351977205698988,22.644797933781653
2022,Insurance,Other (euro area),0.27371540904279446,0.2737154090427944
2022,Insurance,Spain,0.005740297102547596,0.005740297102547596
2022,Other sectors,Belgium,56.96398671690539,33.41507560864963
2022,Other sectors,France,246.30958075764357,5.697275905156362
2022,Other sectors,Germany,37.5350515108716,2.4384908326290637
2022,Other sectors,Italy,11.277637630501882,1.8475790110388626
2022,Other sectors,Netherlands,166.71219163498554,9.456828417412481
2022,Other sectors,Other (euro area),2867.583458779834,1.2317193406925753
2022,Other sectors,Other (non-euro area),0.5294653210376927,0.5294653210376927
2022,Other sectors,Spain,61.47733189837515,15.746250567064873
2022,Real estate,Belgium,0.2521959960478272,0.3142900347799788
2022,Real estate,France,79.91523962987736,3.142900347799788
2022,Real estate,Germany,0.269020514621699,0.30124720664526033
2022,Real estate,Italy,0.9428701043399365,0.9428701043399365
2022,Real estate,Netherlands,0.7333434144866174,0.7333434144866174
2022,Real estate,Other (euro area),0.4346562545100639,0.6285800695599576
2022,Real estate,Spain,0.474988345167894,0.4749883451678941
2022,Telecommunication,Belgium,0.06146085680997929,0.06146085680997929
2022,Telecommunication,France,0.7606948208439872,0.9493042680493318
2022,Telecommunication,Germany,0.7852429225926295,0.7040858914259793
2022,Telecommunication,Italy,1.0553899210553068,1.3153492712210786
2022,Telecommunication,Netherlands,0.031215618027423463,0.031215618027423463
2022,Telecommunication,Other (euro area),0.9248428153013651,0.18367458037199463
2022,Telecommunication,Spain,0.06701435490521512,0.06701435490521512
2022,Utilities,Belgium,19.79625737184334,19.79625737184334
2022,Utilities,France,261.77348877013196,125.35917726179255
2022,Utilities,Germany,39.96035092591096,9.741173739004294
2022,Utilities,Italy,10.20984421158756,10.464148870674341
2022,Utilities,Netherlands,137.9517901421983,46.19126720096779
2022,Utilities,Other (euro area),34.98464467699356,39.59251474368668
2022,Utilities,Spain,29.83610978369794,29.83610978369794
